Index,Taxon,Name_in_tree,Clade,Subclade,Subclade_2,Max_age,Min_age,FL,FC,FML,FAP,TL_TLE,TC,HL,HC,HML,HAP,RC,RL_RLE,MtL,Source,Age/notes,Juvenile,Bonebed,Institution,Specimen,FCoval,HCoval,FCe,FCe_meserr,FCe_method,HCe,HCe_meserr,HCe_method,Mass,Mass_lse (log10)
582,Sinornithosaurus_milleni,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Barremian,Early_Aptian,148,,,9.5,,,134,,,,,100,93,"Xu et al. 1999a, 2000; IVPP V12811",,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V12811,,,30.57362635,0.0493,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,2.472161542,0.201409132
583,Sinornithosaurus_haoiana,Sinornithosaurus,Theropoda,Dromaeosauridae,Dromaeosauridae,121,119.4,,,,,,,,,,,,100,,Liu et al. 2004; smaller than S. milleni,,0,0,"DNHM, Dalian Museum of Natural History, China",DNHM D2140,,,,,,,,,,
584,Sinosauropteryx_prima,Sinosauropteryx,Theropoda,basal_coelurosaur,basal_coelurosaur,Late_Barremian,Early_Aptian,86.4,,,8.2,97,,35.5,,,,,21,65,"Chen et al. 1998; Currie & Chen, 2001; NIGP 127587",,0,0,"NIGP, Nanjing Institute of Geology and Palaeontology, China",NIGP 127587,,,26.27416551,0.0495,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,1.629760194,0.199297069
585,Sinovenator_changii,Sinovenator,Theropoda,Troodontidae,Troodontidae,Late_Barremian,Early_Aptian,105,,,,,,,,,,,56,,"IVPP V 12615 (JNC); Xu et al. 2002c; IVPP V 12615; measurements omitted, scale bar length not stated",,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V 12615,,,27.83,0.0589,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,,,,1.909030385,0.227089837
586,Sinraptor_dongi,Sinraptor_dongi,Theropoda,Allosauroidea,Allosauroidea,Oxfordian,Oxfordian,876,,97,80,776,,,,,,,,410,"Currie & Zhao, 1994",subadult,1,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP 10600,278.67,,291.05,0.0245,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,1212.253411,0.165307603
587,Sinraptor_hepingensis,Sinraptor_hepingensis,Theropoda,Allosauroidea,Allosauroidea,Oxfordian,Early_Kimmeridgian,980,,115,100,,,,,,,,,,"Gao 1992, 1999",,0,0,"ZDM, Zigong Dinosaur Museum, Zigong, China",ZDM 0024,338.13,,352,0.0245,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,2044.638759,0.165876324
588,Sinusonasus_magnodens,not,Theropoda,Troodontidae,Troodontidae,Early_Aptian,Early_Aptian,141,,,,178.56,,,,,,,,106,Xu & Wang 2004; IVPP V11527,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V11527,,,38.86,0.0586,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,,,,4.78004464,0.228091353
589,Skorpiovenator_bustingorryi,Skorpiovenator,Theropoda,Ceratosauria,Ceratosauria,Late_Cenomanian,Turonian,760,,90,,680,,,,,,,,,MMCH-PV 48,,0,0,"MMCH, El Chocon, Argentina",MMCH-PV 48,,,282.1,0.0377,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,1112.501381,0.183378936
590,Songlingornis_linghensis,Songlingornis,Theropoda,Avialae,Avialae,121,119.4,,,,,,,,,,,,21,,"Hou 1997; IVPP V10913, partial skeleton with only patial limb bones",,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V10913,,,,,,,,,,
591,Soroavisaurus_australis,not,Theropoda,Avialae,Avialae,Late_Campanian,Maastrichtian,,,,,,,,,,,,,51.5,"Chiappe 1993; PVL 4048 (largest individual); tarsometatarsus, proximal width 11.3, distal width 15.2",,0,0,"PVL, Fundación-Instituto Miguel Lillo, Universidad Nacional de Tucumán, Tucumán, Argentina",PVL 4048,,,,,,,,,,
592,Spinosaurus,Spinosaurus,Theropoda,Megalosauroidea,Megalosauroidea,Early_Cenomanian,Early_Cenomanian,,,,,,,,,,,,,,"Estimated as, 20-30% larger (presumed linear dimensions) than Suchomimus by Dal Sasso et al. (2005)",,0,0,,,,,,,,,,,,
593,Spinostropheus,Spinostropheus,Theropoda,Ceratosauria,Ceratosauria,Middle_Jurassic,Late_Jurassic,,,,,,,,,,,,,,"axial column only (Sereno et al. 2004); middle cervical vertebrae length (approx 70 mm), about 75% the length of those in Dilophosaurus",,0,0,,,,,,,,,,,,
594,Spinostropheus,not,Theropoda,Ceratosauria,Ceratosauria,Middle_Jurassic,Late_Jurassic,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,
595,Staurikosaurus_pricei,Staurikosaurus,Theropoda,basal_theropod,basal_theropod,Early_Carnian,Middle_Carnian,220,69,,24.7,242.5,59,,,,,,,,MCZ 1669 (MTC); Colbert 1970,,0,0,"MCZ, Museum of Comparative Zoology, Harvard Unviersity, Cambridge, Massachusetts, USA",MCZ 1669,,,69,0,measured,,,,23.17172677,0.135
596,Stokesosaurus_clevelandi,Stokesosaurus,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Kimmeridgian,Tithonian,,,,,,,,,,,,,,Madsen 1974; ilium only; UMNH VP,,0,0,"UMNH, University of Utah Museum of Natural History, Salt Lake City, Utah, USA",,,,,,,,,,,
597,Juratyrant_langhami,Juratyrant,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Late_Tithonian,Late_Tithonian,667,210,,,680,170,,,,,,,,Benson (2008),,0,0,"OUMNH, Oxford University Museum of Natural History, Oxford, UK",,,,210,0,measured,,,,494.1804266,0.135
598,Streptospondylus_altdorfensis,not,Theropoda,Megalosauroidea,Megalosauroidea,Late_Callovian,Early_Oxfordian,,,,,,,,,,,,,,Allain 2001; postcranial fragments only (type specimen),,0,0,"MNHN, Musee Nationale d'Histoire Naturelle, Paris, France",,,,,,,,,,,
599,Struthiomimus_altus,Struthiomimus,Theropoda,Ornithomimosauria,Ornithomimosauria,Late_Campanian,Maastrichtian,501,145,,39.8,,,,,,,,,355,AMNH 5375 (MTC); Osborn 1917; Russell 1972,,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5375,,,145,0,measured,,,,178.5081025,0.135
600,Struthiomimus_altus,not,Theropoda,Ornithomimosauria,Ornithomimosauria,Campanian,Maastrichtian,480,,44,36.4,521.5,,310,,27.6,21,,228,365,Russell 1972; AMNH 5339,,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5339,126.57,76.69,133.98,0.0245,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,143.6415444,0.162628872
601,Struthiomimus_altus,not,Theropoda,Ornithomimosauria,Ornithomimosauria,Late_Campanian,Maastrichtian,655,,,,,,395,,,,,313,,BHI 1266 (PJC),,0,0,,,,,220.99,0.0582,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,,,,568.5799814,0.234396677
602,Suchomimus_tenerensis,Suchomimus,Theropoda,Megalosauroidea,Megalosauroidea,Aptian,Albian,1075,400,135,90,950,315,560,239,,,126,258,,MNN GDF 500 (RBJB); Benson & Xu 2008,,0,0,"MNN, Musée National du Niger, Niamey, Republic of Niger",MNN GDF 500,356.97,,400,0,measured,239,0,measured,2905.695391,0.135
603,Suchosaurus,not,Theropoda,Megalosauroidea,Megalosauroidea,Aptian,Albian,,,,,,,,,,,,,,tooth only,,0,0,,,,,,,,,,,,
604,Suzhousaurus_megatheroides,Suzhousaurus,Theropoda,Therizinosauria,Therizinosauria,Aptian,Albian,840,,140,111,,,,,,,,,,"Li et al. 2007, 2008; referred specimen FRDC-GSJB-2004-001",,0,0,"FRDC, Fossil Research and Development Center, Gansu, China",FRDC-GSJB-2004-001,395.59,,410.72,0.0246,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,3124.842255,0.165217085
605,Szechuanosaurus_zigongensis_(ZDM_9011),Yangchuanosaurus_zigongensis,Theropoda,Allosauroidea,Allosauroidea,Bajocian,Callovian,568,,60,,580,,360,,,,,200,,"Gao 1992; ZDM 9011, measured from figures",,0,0,,,,,191.94,0.0376,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,385.9358502,0.183354385
606,Tanycolagreus_topwilsoni,Tanycolagreus,Theropoda,basal_coelurosaur,basal_coelurosaur,Kimmeridgian,Tithonian,356,92,30,31,382,85,194,55,,,29,141,216,Carpenter et al. 2005,,0,0,,,95.83,,92,0,measured,55,0,measured,51.10363652,0.135
607,Tarascosaurus_salluvicus,not,Theropoda,Ceratosauria,Ceratosauria,Early_Campanian,Early_Campanian,,,,,,,,,,,,,,Le Loeuff & Buffetaut 1991; Lyon University FSL 330201,,0,0,"FSL, Lyon University, France",FSL 330201,,,,,,,,,,
608,Tarbosaurus_bataar,Tarbosaurus,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Late_Campanian,Early_Maastrichtian,1200,,,110,,,,,,,,,,"Paul, 1988",,0,0,,,,,380.869266,0.0492,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,2539.416427,0.208709248
609,Tarbosaurus_bataar,not,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Late_Campanian,Early_Maastrichtian,1120,,,,,,285,,,,,123,,MPC-D 107/02 (PJC),,0,0,MPC,MPC-D 107/02,,,405.55,0.0585,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,,,,3017.887202,0.237781257
610,Tarbosaurus_bataar,not,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Late_Campanian,Early_Maastrichtian,940,370,,,945,,,,,,,,535,MPC-D 552/1 (NC),,0,0,MPC,MPC-D 552/1,,,370,0,measured,,,,2345.11276,0.135
611,Tawa_hallae,Tawa,Theropoda,basal_theropod,basal_theropod,Norian,Norian,125,,9.6,,,,,,,,,,,"measured from Nesbitt et al. (2009, fig. 2); femur GR 244",,0,1,GR,,,,33.68,0.038,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,3.225643083,0.17879541
612,Telmatornis_priscus,not,Theropoda,Avialae,Avialae,Late_Maastrichtian,Late_Maastrichtian,,,,,,,,,,,,,,distal humerus,,0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 840,,,,,,,,,,
613,Teviornis_gobiensis,not,Theropoda,Avialae,Avialae,Late_Campanian,Early_Maastrichtian,,,,,,,,,,,,,,Kurochkin et al 2002; carpometacarpus,,0,0,,,,,,,,,,,,
614,Therizinosaurus_cheloniformes,Therizinosaurus,Theropoda,Therizinosauria,Therizinosauria,Late_Campanian,Early_Maastrichtian,,,,,,,760,,,,,550,,Barsbold 1976; GIN 100/15 (forelimb); Perle 1982 referred a distal tibia and metatarsus,,0,0,"GIN, Geological Institute, Mongolian Academy of Sciences, Ulaan Baatar, Mongolia",GIN 100/15,,,,,,,,,,
615,Tianyuraptor_ostromi,Tianyuraptor,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Barremian,Early_Aptian,200,65,,,255.36,,130,,,,,98,150,Zheng et al. 2010; STM1–3 (Tianyu Museum of Nature),,0,0,STM (Tianyu Museum of Nature),STM1–3,,,65,0,measured,,,,19.66316495,0.135
616,Tochisaurus_nemegtensis,not,Theropoda,Troodontidae,Troodontidae,Late_Campanian,Early_Maastrichtian,,,,,,,,,,,,,252,Kurzanov & Osmolska 1991; metatarsus,,0,0,"PIN, Paleontological Institute, Russian Academy of Sciences, Moscow, Russia",PIN 551-244,,,,,,,,,,
617,Torotix_clemensi,not,Theropoda,Avialae,Avialae,Late_Maastrichtian,Late_Maastrichtian,,,,,,,,,,,,,,Brodkorb 1963; distal humerus,,0,0,,,,,,,,,,,,
618,Torvosaurus_tanneri,Torvosaurus,Theropoda,Megalosauroidea,Megalosauroidea,Kimmeridgian,Tithonian,830,375,123.6,110.9,726.8,319.8,,,,,,,,TATE 1012 ('Brontoraptor'); also see Britt 1991,,0,0,"TATE, Tate Geological Museum, Casper, Wyoming",TATE 1012,368.62,,375,0,measured,,,,2433.273146,0.135
619,Torvosaurus_tanneri,not,Theropoda,Megalosauroidea,Megalosauroidea,Kimmeridgian,Tithonian,,,,,,,424,,,,,188,,Galton & Jensen 1979,,0,0,"BYU, Brigham Young University Museum of Geology, Provo, Utah, USA",,,,,,,,,,,
620,Troodon_inequalis,Troodon,Theropoda,Troodontidae,Troodontidae,Late_Campanian,Late_Campanian,,96,,,,,,,,,,,,NMC 12340 (type of 'Stenonychosaurus' inequalis); Russell 1969; Russell & Dong 1993,,0,0,"NMC, National Museums of Canada, Ottawa, Canada",NMC 12340,,,96,0,measured,,,,57.44710331,0.135
621,Troodon_formosus,not,Theropoda,Troodontidae,Troodontidae,Middle_Campanian,Maastrichtian,317,89.5,27.5,28.6,361,81.5,,,,,,,206.5,MOR 748 (MTC),,0,0,"MOR, Museum of the Rockies, Bozeman, Montana, USA",MOR 748,88.13,,89.5,0,measured,,,,47.37585558,0.135
622,Timimus_hermani,not,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Late_Aptian,Early_Albian,435,92,,,,,,,,,,,,"NMV P186303 (MTC, RBJB)",,0,0,"NMV, Museum Victoria, Melbourne, Victoria, Australia",NMV P186303,,,92,0,measured,,,,51.10363652,0.135
623,Tsaagan_mangas,Tsaagan,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Campanian,Late_Campanian,,,,,,,,,,,,,,"Skull length (210 mm; Norell et al., 2006) 1.24 times that of Velociraptor (170 mm; Currie, 1995) (scale up femur); IGM 100/1015",,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",,,,,,,,,,,
624,Tugulusaurus_faciles,Tugulusaurus,Theropoda,basal_coelurosaur,basal_coelurosaur,Late_Aptian,Albian,205,,17.9,19,245,53,,,,,,,,IVPP V4025 (CS: various; JNC: tibia); Rauhut & Xu 2005; IVPP V4025,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V4025,57.98,,62.19,0.0247,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,17.41352764,0.163243468
625,Tyrannosaurus_rex,Tyrannosaurus,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Late_Maastrichtian,Late_Maastrichtian,1333,570,,,1140,,,,,,,,,Scotty' (RSMP 2523.8); P. Currie pers. comm.; Erickson et al. 2004 gives a list of femoral lengths and mass estimates using the equation of Anderson et al. (2004) for other specimens,,0,0,RSMP,,,,570,0,measured,,,,7693.650899,0.135
626,Tyrannosaurus_rex,not,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Late_Maastrichtian,Late_Maastrichtian,1321,,185,142,1185,,385,,,,,175,610,Sue' (FMNH PR 2081),,0,0,"FMNH, Field Museum of Natural History, Chicago, U.S.A",FMNH PR 2081,515.87,,533.18,0.0246,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,6403.24569,0.168851534
627,Tyrannotitan_chubutensis,Tyrannotitan,Theropoda,Allosauroidea,Allosauroidea,Albian,Albian,,500,165,,,,,,,,,,,"MPEF-PV 1156, Jose Carballido, pers. comm. 15 May 2014 (femoral circumference); Novas et al. 2005b",,0,0,"MPEF, Museo Paleontólogico Edigio Feruglio, Trelew, Argentina",,,,500,0,measured,,,,5366.415186,0.135
628,Unenlagia_comahuensis,Unenlagia,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Turonian,Early_Coniacian,395,99,30.8,26.9,420,106,265,65,,,,,,MCF PVPH 78 (DE); Novas 2004; Turner et al. 2007; MCF PVPH 78,,0,0,"MCF-PVPH, Museo ""Carmen Funes"", Plaza Huincul, Neuquen Province, Argentina",MCF PVPH 78,90.74,,99,0,measured,65,0,measured,62.51865174,0.135
629,Unenlagia_paynemili,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Turonian,Early_Coniacian,,,,,,,217,,,,,,,Calvo et al. 2004b,,0,0,,,,,,,,,,,,
630,Unquillosaurus_ceibalii,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Campanian,Campanian,,,,,,,,,,,,,,pubis only; Powell 1979; Novas & Agnolin 2004,,0,0,,,,,,,,,,,,
631,Urbacodon_itermirensis,not,Theropoda,Troodontidae,Troodontidae,Cenomanian,Cenomanian,,,,,,,,,,,,,,left dentary 79.2 mm long; Averianov & Sues 2007,,0,0,,,,,,,,,,,,
632,Utahraptor_ostrommaysi,Utahraptor,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Barremian,Early_Aptian,,,,,505,,,,,,,,,"Kirkland et al. 1993; approximately the same size as Achillobator (Turner et al., 2007)",,0,1,"CEU, College of Eastern Utah Prehistoric Museum, Price, Utah, USA",CEU 184v.260,,,164.63,0.0865,FC_for_bipedal_dinosaurs_using_TL_and_equations_.12...14.,,,,253.0793595,0.311641202
633,Valdoraptor_oweni,not,Theropoda,Allosauroidea,Allosauroidea,Late_Valanginian,Late_Valanginian,,,,,,,,,,,,,,,,0,0,"BMNH, Natural History Museum, London, United Kingdom",,,,,,,,,,,
634,Variraptor_mechinorum,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Campanian,Early_Maastrichtian,,,,,,,195,,,,,,,Le Loeuff & Buffetaut 1998 mention but do not figure or describe a femur,possibly multiple individuals,0,0,,,,,,,,,,,,
635,Vegavis_iaai,Vegavis,Theropoda,Avialae,Avialae,Late_Maastrichtian,Late_Maastrichtian,50,,5.7,,119.04,,124,,,,,,,Clarke et al 2005; MLP 93-I-3-1,adult,0,0,"MLP, Museo de La Plata, La Plata, Argentina",MLP 93-I-3-1,,,20.53,0.0385,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,0.827111999,0.179660162
636,Velociraptor_mongoliensis,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Campanian,Late_Campanian,,59,,,,,,,,,,,,"IGM 100/976 (J. Choiniere pers. comm. 20 Nov 2011), not the largest specimen, but the argest with a well preserved femur; Norell & Makovicky 1999",,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",IGM 100/976,,,59,0,measured,,,,15.06656986,0.135
637,Velociraptor_mongoliensis,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Campanian,Late_Campanian,187,,,,203,,130,,,,,104,99.4,"IGM 940728 (field number, coll. PJC)",,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",IGM 940728,,,53.49,0.0583,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,,,,11.50670642,0.230140434
638,Velociraptor_mongoliensis,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Campanian,Late_Campanian,157,55,,,182,,116,,,,,,,JNC; AMNH/IGM specimen,,0,0,,,,,55,0,measured,,,,12.42196375,0.135
639,Velociraptor_mongoliensis,Velociraptor,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Campanian,Late_Campanian,190,64,,,235,,180,40,,,,88,128,MPD-C 100/25 (fighting dinosaurs) (NC); Skull length=220,,0,0,MPC,MPD-C 100/25,,,64,0,measured,40,0,measured,18.84262345,0.135
640,Velocisaurus_unicus,Velocisaurus,Theropoda,Ceratosauria,Ceratosauria,Santonian,Santonian,,,,,137.3,30,,,,,,,89.6,MACN (cast of MUCPv 41) (MTC); Bonaparte 1991; femur length estamated by scaling down Masiakasaurus,,0,0,"MUCP, Museo Argentino de Ciencas Naturales, Universidad Nacional del Comahue, Argentina",MUCPv 41,,,33.55,0.0422,FC_for_bipedal_dinosaurs_using_TC_and_equation_.7.,,,,3.191528377,0.194056632
641,Vescornis_hebeiensis,Vescornis,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,23,,1.85,2.13,27.84,,22,,,,,22.5,15.4,Zhang et al 2004,nearly adult,0,0,NIGP/CAS,NIGP/CAS 130722,6.26,,6.97,0.0259,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,0.042434173,0.162231079
642,Vitakridrinda_sulaimani,not,Theropoda,Ceratosauria,Ceratosauria,Maastrichtian,Maastrichtian,,,,,,,,,,,,,,material is poorly preserved or incompletely prepared; ,,0,0,,,,,,,,,,,,
643,Volgavis_marina,not,Theropoda,Avialae,Avialae,Late_Maastrichtian,Late_Maastrichtian,,,,,,,,,,,,,,Nessov and Yarkov 1989; mandible,,0,0,,,,,,,,,,,,
644,Vorona_berivotrensis,Vorona,Theropoda,Avialae,Avialae,Maastrichtian,Maastrichtian,94.1,,7.4,8.6,159.168,,,,,,,,60.9,"Forster et al 2002;most measurements from UA 8651; femur from FMNH PA 717, a similrly-sized individual that was figured",,0,0,"FMNH, Field Museum of Natural History, Chicago, U.S.A; UA, Université d’Antananarivo, Service de Paléontologie, Antananarivo,Madagascar",FMNH PA 715; UA 8651,25.17,,27.39,0.025,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,1.827193298,0.165839378
645,Wulatelong_gobiensis,Wulatelong,Theropoda,Oviraptorosauria,Oviraptorosauria,Late_Campanian,Late_Campanian,255,,,26,325,,,,,,,,143,Xu et al. 2013; IVPP V18409,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V18409,,,86.22882224,0.0483,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,42.76607305,0.204558641
646,Xenotarsosaurus_bonapartei,not,Theropoda,Ceratosauria,Ceratosauria,Cenomanian,Cenomanian,611,,69,77,533,189,,,,,,,,"MACN-CH 1468 (cast of PVL 612) (DE, MTC); fibula length =495, fibula circumference=78; Martinez et al. 1986; Bonaparte 1996; Juarez et al. 2011; Universidade Nacional de la Patagonia San Juan Bosco 184, 612",,0,0,,,229.51,,240.5,0.0245,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,717.4760563,0.165475653
647,Xinjiangovenator_parvus,not,Theropoda,basal_coelurosaur,basal_coelurosaur,Late_Aptian,Albian,,,,,299.52,,,,,,,,,Rauhut & Xu 2005; IVPP4024-2(partial right hindlimb),,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP4024-2,,,82.06,0.0866,FC_for_bipedal_dinosaurs_using_TL_and_equations_.12...14.,,,,37.31916882,0.30744065
648,Xiongguanlong_baimoensis,Xiongguanlong,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Aptian,Albian,510,143,,,,,,,,,,,,"Li et al. 2010; Skull, vertebrae and femur",,0,0,"FRDC, Fossil Research and Development Center, Gansu, China",FRDC-GS JB16-2-1,,,143,0,measured,,,,171.8202256,0.135
649,Xixianykus_zhangi,Xixianykus,Theropoda,Alvarezsauroidea,Alvarezsauroidea,Late_Coniacian,Santonian,70.1,,,6.2,88,,,,,,,,70,Xu et al. 2010; XMDFEC V0011,,0,0,"XMDFEC, Xixia Museum of Dinosaur Fossil Eggs of China",XMDFEC V0011,,,19.70068137,0.0501,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,0.738466451,0.200240127
650,Xixiasaurus_henanensis,Xixiasaurus,Theropoda,Troodontidae,Troodontidae,Late_Coniacian,Santonian,,,,,,,,,,,,,,Lu et al 2010: skull and fragments only,,0,0,"HGM, Henan Geological Museum, Zhengzhou, Henan Province, China",HGM 41HIII?0201,,,,,,,,,,
651,Xuanhanosaurus_qilixiaensis,not,Theropoda,Allosauroidea,Allosauroidea,Bajocian,Callovian,,,,,,,277,134,,,78,212,,IVPP V6729; Dong 1984,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V6729,,,,,,134,0,measured,,
652,Yangchuanosaurus_magnus,Yangchuanosaurus_magnus,Theropoda,Allosauroidea,Allosauroidea,Oxfordian,Early_Kimmeridgian,950,,,,,,,,,,,,,Dong 1983; CV 00216,,0,0,CV,CV 00216,,,336.61,0.0584,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,,,,1808.161619,0.236007235
653,Yanornis_martini,Yanornis,Theropoda,Avialae,Avialae,121,119.4,52,,,7.7,74.88,,79,,,,,76,38,Zhou & Zhang 2001; IVPP V12558,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V12558,,,24.62577846,0.0496,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,1.363833656,0.199421352
654,Yixianornis_grabaui,Yixianornis,Theropoda,Avialae,Avialae,121,119.4,41,,,4.4,49.92,,48,,,,,46,26,"Zhou & Zhang 2001, 2006; IVPP V12631",,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V12631,,,13.83869354,0.0508,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,0.279657858,0.201302212
655,Yixianosaurus_longimanus,not,Theropoda,basal_coelurosaur,basal_coelurosaur,Late_Barremian,Early_Aptian,,,,,,,89,,,,,63,,Xu & Wang 2003,,0,0,,,,,,,,,,,,
656,Yungavolucris_brevipedalis,not,Theropoda,Avialae,Avialae,Late_Campanian,Maastrichtian,,,,,,,,,,,,,51.9,Chiappe 1993; PVL 4052 (largest specimen); tarsometatarsus proximal width 15.3,,0,0,"PVL, Fundación-Instituto Miguel Lillo, Universidad Nacional de Tucumán, Tucumán, Argentina",PVL 4052,,,,,,,,,,
657,Zanabazar,Zanzabazaar,Theropoda,Troodontidae,Troodontidae,Late_Campanian,Early_Maastrichtian,,,,,,,,,,,,,,"partial skull an fragmentary postcranial elements including distal hindlimb; Norell et al. 2009; preorbital skull length (164 mm) 1.37 times that of Saurornithoides (120 mm) (Norell et al., 2009) (scale up femur).",,0,0,,,,,,,,,,,,
658,Zhongjianornis_yangi,Zhongjianornis,Theropoda,Avialae,Avialae,121,119.4,48,,4.7,,68.16,,71,,,,,73,29,Zhou et al. 2009; IVPP V15900,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V15900,,,17.09,0.0387,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,0.499564487,0.179701668
